objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação,mês_transação
888047,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,231,36648.2,36648.2,COMPRA E VENDA,2011,6
888048,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,100,1366.166666,95360.101666,95360.101666,COMPRA E VENDA,2011,2
888049,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,240,18453.47,18453.47,COMPRA E VENDA,2011,7
888050,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,120,13241.26,13241.26,COMPRA E VENDA,2011,10
888051,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,783,59560.26,59560.26,COMPRA E VENDA,2011,2
888052,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,3,TERRITORIAL,83.333333,364.333333,38514.413333,45277.82,COMPRA E VENDA,2011,3
888053,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,3,TERRITORIAL,100,681.666666,55651.22,55651.22,COMPRA E VENDA,2011,6
888054,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,242,19912.35,19912.35,COMPRA E VENDA,2011,4
888055,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,4,TERRITORIAL,100,15461.25,50388.41,50388.41,COMPRA E VENDA,2011,2
888056,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,10870.27,10870.27,COMPRA E VENDA,2011,9
888057,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,6,TERRITORIAL,100,210.5,8678.03,8678.03,COMPRA E VENDA,2011,12
888058,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,400,25293.63,25293.63,COMPRA E VENDA,2011,5
888059,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,134,16035.21,16035.21,COMPRA E VENDA,2011,8
888060,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,75,236.5,15660.94,23447445,COMPRA E VENDA,2011,11
888061,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,271,49559.7,49559.7,COMPRA E VENDA,2011,4
888062,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,235,45854.33,45854.33,COMPRA E VENDA,2011,4
888063,56,Tomás Coelho              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,103,11446.51,11446.51,COMPRA E VENDA,2011,9
888064,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,8,TERRITORIAL,100,166.5,11272.7275,11272.7275,COMPRA E VENDA,2011,2
888065,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,6,TERRITORIAL,100,187.666666,10439.048333,10439.048333,COMPRA E VENDA,2011,5
888066,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,2383,55528.586666,55528.586666,COMPRA E VENDA,2011,8
888067,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,10,TERRITORIAL,100,13847.3,90291551,90291551,COMPRA E VENDA,2011,2
888068,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,4,TERRITORIAL,100,231569.5,151234.84,151234.84,COMPRA E VENDA,2011,5
888069,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,10,TERRITORIAL,100,4918.9,115824308,115824308,COMPRA E VENDA,2011,12
888070,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,400,36423.4,36423.4,COMPRA E VENDA,2011,11
888071,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,225,8828.68,8828.68,COMPRA E VENDA,2011,3
888072,81,Engenheiro Leal           ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,380,28674.51,28674.51,COMPRA E VENDA,2011,5
888073,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,17,TERRITORIAL,94.207058,1055.882352,130192.798235,162753.548823,COMPRA E VENDA,2011,5
888074,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,16,TERRITORIAL,53.75125,1634375,57955.8625,1179554.27625,COMPRA E VENDA,2011,8
888075,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,146,52688.33,52688.33,COMPRA E VENDA,2011,9
888076,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,2,TERRITORIAL,100,757,134999995,134999995,COMPRA E VENDA,2011,11
888077,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,16.67,702,704624.69,4226902.76,COMPRA E VENDA,2011,6
888078,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,7,TERRITORIAL,54.761428,461.714285,51265.272857,90048.415714,COMPRA E VENDA,2011,3
888079,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,66.666666,389,56440.71,81918.496666,COMPRA E VENDA,2011,6
888080,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,360,91091.9,91091.9,COMPRA E VENDA,2011,9
888081,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,8,TERRITORIAL,90.82375,2218,8567.7675,19195035,COMPRA E VENDA,2011,12
888082,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,687,159999.99,159999.99,COMPRA E VENDA,2011,5
888083,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,5411,19999999.99,19999999.99,COMPRA E VENDA,2011,8
888084,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,530,2650000,2650000,COMPRA E VENDA,2011,12
888085,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,20,TERRITORIAL,87532,1740.5,33713827,44596.1595,COMPRA E VENDA,2011,1
888086,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,22,TERRITORIAL,86.502727,25036.363636,143911.420909,359239.810454,COMPRA E VENDA,2011,4
888087,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,41,TERRITORIAL,90.945121,1815.365853,38051.141463,238373.86878,COMPRA E VENDA,2011,7
888088,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,25,TERRITORIAL,88.09,7255.72,51670.0948,141310.9148,COMPRA E VENDA,2011,11
888089,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,2.433333,10574,18580.8,713485.06,COMPRA E VENDA,2011,3
888090,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,9,TERRITORIAL,56.388888,9078.777777,143970.212222,513165.073333,COMPRA E VENDA,2011,6
888091,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,11,TERRITORIAL,12.422727,13888.818181,61984.09909,901136.022727,COMPRA E VENDA,2011,10
888092,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,100,528,114756.99,114756.99,COMPRA E VENDA,2011,9
888093,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,70.866666,380.666666,52743.196666,97097.563333,COMPRA E VENDA,2011,3
888094,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,360,89073.78,89073.78,COMPRA E VENDA,2011,7
888095,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,100,458.25,150263.33,150263.33,COMPRA E VENDA,2011,10
888096,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,5.56,1918,547000,9838129.5,COMPRA E VENDA,2011,6
888097,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,444,85994.71,85994.71,COMPRA E VENDA,2010,11
888098,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,1500,87129.79,87129.79,COMPRA E VENDA,2010,12
888099,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,774,246746.613333,246746.613333,COMPRA E VENDA,2010,11
888100,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,400,43087.04,43087.04,COMPRA E VENDA,2010,12
888101,74,Vila da Penha             ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,277.5,32838.38,32838.38,COMPRA E VENDA,2010,12
888102,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,3,TERRITORIAL,83.333333,254.666666,40319.33,47162.9,COMPRA E VENDA,2010,12
888103,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,19214.74,19214.74,COMPRA E VENDA,2010,11
888104,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,6,TERRITORIAL,91.666666,222.833333,8950.198333,9985.746666,COMPRA E VENDA,2010,11
888105,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,405,22230.48,22230.48,COMPRA E VENDA,2010,12
888106,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,8,TERRITORIAL,100,971,16520.53375,16520.53375,COMPRA E VENDA,2010,11
888107,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,197,9303.82,9303.82,COMPRA E VENDA,2010,12
888108,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,242,20423.39,20423.39,COMPRA E VENDA,2010,11
888109,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,100,542.5,166840745,166840745,COMPRA E VENDA,2010,12
888110,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,89,TERRITORIAL,0.54191,8257,77780.896741,14385363.956179,COMPRA E VENDA,2010,12
888111,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,593,83767915,83767915,COMPRA E VENDA,2010,12
888112,10,São Cristóvão             ,1,1.1,Centro,7,SAO CRISTOVAO           ,2,TERRITORIAL,100,2040,313980.44,313980.44,COMPRA E VENDA,2010,12
888113,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,150,74604.12,74604.12,COMPRA E VENDA,2010,11
888114,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,237,49387.48,49387.48,COMPRA E VENDA,2010,11
888115,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,1804,102154.74,102154.74,COMPRA E VENDA,2010,11
888116,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,5,TERRITORIAL,52,374.4,45189206,93631.64,COMPRA E VENDA,2010,12
888117,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,1,TERRITORIAL,100,253,9599.16,9599.16,COMPRA E VENDA,2010,12
888118,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,18,TERRITORIAL,67.147222,4210,313544.756666,4770262.844444,COMPRA E VENDA,2010,12
888119,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,12,TERRITORIAL,100,782.25,1196435.069166,1196435.069166,COMPRA E VENDA,2010,11
888120,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,6,TERRITORIAL,100,940,30199.528333,30199.528333,COMPRA E VENDA,2010,12
888121,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,477,49984.6,49984.6,COMPRA E VENDA,2010,11
888122,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,5,TERRITORIAL,83888,836,134359.92,192947.66,COMPRA E VENDA,2010,12
888123,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,392,9382.59,9382.59,COMPRA E VENDA,2010,12
888124,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,350,82450.79,82450.79,COMPRA E VENDA,2010,11
888125,72,Vila Kosmos               ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,75,39330.5,66402815,124864175,COMPRA E VENDA,2010,12
888126,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,250,9607.22,9607.22,COMPRA E VENDA,2010,12
888127,55,Engenho da Rainha         ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,346,26525.63,26525.63,COMPRA E VENDA,2010,11
888128,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,128,11052.17,11052.17,COMPRA E VENDA,2010,11
888129,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,81.25,212.75,17746.5525,20046.27,COMPRA E VENDA,2010,12
888130,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,62.5,78,42630965,120449.39,COMPRA E VENDA,2010,11
888131,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,4,TERRITORIAL,100,853,14380.1925,14380.1925,COMPRA E VENDA,2010,12
888132,78,Campinho                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,1485,159865.71,159865.71,COMPRA E VENDA,2010,12
888133,70,Abolição                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,102,9683.96,9683.96,COMPRA E VENDA,2010,11
888134,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,201.5,20320675,20320675,COMPRA E VENDA,2010,12
888135,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,361,115712,115712,COMPRA E VENDA,2010,12
888136,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,18,TERRITORIAL,54.502222,3865.166666,118861.189444,306402.337222,COMPRA E VENDA,2010,11
888137,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,226.5,119139.86,119139.86,COMPRA E VENDA,2010,11
888138,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,87.5,627.25,87166.9175,96172.29,COMPRA E VENDA,2010,12
888139,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,10,TERRITORIAL,23214,9785.5,62202806,32922312629,COMPRA E VENDA,2010,12
888140,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,61664,3812.8,214159.23,2171106618,COMPRA E VENDA,2010,11
888141,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,1850,403679.01,403679.01,COMPRA E VENDA,2010,12
888142,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,29,TERRITORIAL,62.92,2268.5,1921838.473793,3863577.581724,COMPRA E VENDA,2010,12
888143,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,50,TERRITORIAL,98,2337.36,42157.9066,42322.9384,COMPRA E VENDA,2010,11
888144,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,524,148312.5,148312.5,COMPRA E VENDA,2011,1
888145,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,19,TERRITORIAL,47.844736,1118.368421,340081.077368,1142376.938421,COMPRA E VENDA,2010,11
888146,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,1,TERRITORIAL,100,232,21189.89,21189.89,COMPRA E VENDA,2011,11
888147,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,395,60319.28,60319.28,COMPRA E VENDA,2011,3
888148,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,50,525,26731.41,53462.82,COMPRA E VENDA,2011,12
888149,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,19.25,574,12536.39,65124.1,COMPRA E VENDA,2011,1
888150,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,225,40226.04,40226.04,COMPRA E VENDA,2011,4
888151,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,337,28962.73,28962.73,COMPRA E VENDA,2011,10
888152,102,Moneró                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,411,121301.31,121301.31,COMPRA E VENDA,2011,5
888153,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,3,TERRITORIAL,100,1088,85926.916666,85926.916666,COMPRA E VENDA,2011,6
888154,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,50,516,61247.27,122494.54,COMPRA E VENDA,2011,12
888155,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,230,27422.06,27422.06,COMPRA E VENDA,2011,4
888156,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,6,TERRITORIAL,21.666666,536.5,13665.793333,131064.043333,COMPRA E VENDA,2011,10
888157,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,6555,49354.7,49354.7,COMPRA E VENDA,2011,8
888158,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,320,22148.65,22148.65,COMPRA E VENDA,2011,11
888159,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,575.666666,180171.52,180171.52,COMPRA E VENDA,2011,7
888160,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,480,154735.49,154735.49,COMPRA E VENDA,2011,10
888161,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,252,27927.58,27927.58,COMPRA E VENDA,2011,8
888162,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,415,53193.3,53193.3,COMPRA E VENDA,2011,7
888163,44,Penha Circular            ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,6300,388690.73,388690.73,COMPRA E VENDA,2011,9
888164,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,128,5834.09,5834.09,COMPRA E VENDA,2011,2
888165,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,311,14164.64,14164.64,COMPRA E VENDA,2011,8
888166,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,259.666666,18410.533333,18410.533333,COMPRA E VENDA,2011,8
888167,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,228,15148.11,15148.11,COMPRA E VENDA,2011,11
888168,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,480,86679.54,86679.54,COMPRA E VENDA,2011,8
888169,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,729.333333,139866.963333,139866.963333,COMPRA E VENDA,2011,11
888170,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,360,210786.22,210786.22,COMPRA E VENDA,2011,8
888171,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,474,135618.33,135618.33,COMPRA E VENDA,2011,11
888172,102,Moneró                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,593.5,196866.07,196866.07,COMPRA E VENDA,2011,3
888173,102,Moneró                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,360,85756105,85756105,COMPRA E VENDA,2011,6
888174,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,624,16660.84,16660.84,COMPRA E VENDA,2011,4
888175,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,250,68745.96,68745.96,COMPRA E VENDA,2011,2
888176,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,250,28828.32,28828.32,COMPRA E VENDA,2011,5
888177,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,240,19728.13,19728.13,COMPRA E VENDA,2011,8
888178,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,381,74663205,74663205,COMPRA E VENDA,2011,4
888179,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,74.523333,423.333333,38703.276666,47583.523333,COMPRA E VENDA,2011,7
