objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação
377054,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,34,TERRITORIAL,86.974705,23246.058823,316579.549411,620709.095882,COMPRA E VENDA,2013
377055,80,Cavalcanti                ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,500,90563.68,90563.68,COMPRA E VENDA,2013
377056,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,5,TERRITORIAL,100,1944.2,126028026,126028026,COMPRA E VENDA,2013
377057,52,Maria da Graça            ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,93.75,524.5,86584.75,93879395,COMPRA E VENDA,2013
377058,78,Campinho                  ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,66.5,122.5,26674.45,52614.31,COMPRA E VENDA,2013
377059,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,109,TERRITORIAL,98.394495,898.376146,107549.331743,113514.2211,COMPRA E VENDA,2013
377060,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,8,TERRITORIAL,90,934.5,491758.87125,633769.0425,COMPRA E VENDA,2013
377061,57,São Francisco Xavier      ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,145,39328.13,39328.13,COMPRA E VENDA,2013
377062,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,13,TERRITORIAL,84.9,1633.307692,165073.461538,215445.796153,COMPRA E VENDA,2013
377063,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,3,TERRITORIAL,68.333333,315.666666,810000.003333,1316666.67,COMPRA E VENDA,2013
377064,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,22,TERRITORIAL,83.727272,2486.772727,241237.942727,283196.622727,COMPRA E VENDA,2013
377065,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,86,TERRITORIAL,15.971279,15483.352941,92553.746395,1853509.31279,COMPRA E VENDA,2013
377066,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,20002,1581516.94,1581516.94,COMPRA E VENDA,2013
377067,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,145,TERRITORIAL,91.23331,4353.820689,5159280.93462,13911608.884689,COMPRA E VENDA,2013
377068,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,15,TERRITORIAL,90.943333,1052,671999.997333,958058.89,COMPRA E VENDA,2013
377069,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,302,TERRITORIAL,56.369668,3609.162251,1494719.805463,2972918.67,COMPRA E VENDA,2013
377070,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,50445,255319,66676.14,1713188.9,COMPRA E VENDA,2013
377071,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,166,62205.67,62205.67,PROMESSA DE COMPRA E VENDA,2013
377072,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,1,TERRITORIAL,100,753,212092.51,212092.51,COMPRA E VENDA,2014
377073,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,3,TERRITORIAL,100,413.333333,81148.093333,81148.093333,COMPRA E VENDA,2014
377074,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,4,TERRITORIAL,100,438.5,98169.0375,98169.0375,COMPRA E VENDA,2014
377075,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,6,TERRITORIAL,97.221666,786.333333,148681.698333,152685695,COMPRA E VENDA,2014
377076,91,Ribeira                   ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,7,TERRITORIAL,92.857142,462,170615.172857,193320.051428,COMPRA E VENDA,2014
377077,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,8,TERRITORIAL,100,260.25,74748.41625,74748.41625,COMPRA E VENDA,2014
377078,105,Cidade Universitária      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,29584,11407225.98,11407225.98,COMPRA E VENDA,2014
377079,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,32,TERRITORIAL,92.1875,290.71875,91061.325625,103173.871875,COMPRA E VENDA,2014
377080,73,Vicente de Carvalho       ,3,3.3,Madureira,14,IRAJA                   ,3,TERRITORIAL,64.7,1153.333333,182516.196666,333528.17,COMPRA E VENDA,2014
377081,85,Turiaçú                   ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,645,76020.8,76020.8,COMPRA E VENDA,2014
377082,56,Tomás Coelho              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,3629,411456.34,411456.34,COMPRA E VENDA,2014
377083,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,650,92671.116666,92671.116666,COMPRA E VENDA,2014
377084,81,Engenheiro Leal           ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,380,28674.51,28674.51,COMPRA E VENDA,2011
377085,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,87.5,460.5,59670.26,64832865,COMPRA E VENDA,2011
377086,52,Maria da Graça            ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,1350,127902.23,127902.23,COMPRA E VENDA,2011
377087,12,Benfica                   ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,0.46,1,103759.04,22556313.04,COMPRA E VENDA,2011
377088,158,Vasco da Gama             ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,1645,275611.94,275611.94,COMPRA E VENDA,2011
377089,60,Sampaio                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,25,392,29897.85,119591.4,COMPRA E VENDA,2011
377090,57,São Francisco Xavier      ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,5686,1424884.14,1424884.14,COMPRA E VENDA,2011
377091,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,20,TERRITORIAL,86302,11565.052631,98770.0105,123574.6345,COMPRA E VENDA,2011
377092,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,5,TERRITORIAL,100,337.4,269999998,269999998,COMPRA E VENDA,2011
377093,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,5,TERRITORIAL,90,251.6,31662302,36174.99,COMPRA E VENDA,2011
377094,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,6,TERRITORIAL,65.278333,657.833333,750196.648333,1968865.946666,COMPRA E VENDA,2011
377095,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,83,TERRITORIAL,81.536746,1717.06024,84365.319156,105846.672048,COMPRA E VENDA,2011
377096,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,8,TERRITORIAL,87.5,9463375,220699.62625,296429.63125,COMPRA E VENDA,2011
377097,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,3,TERRITORIAL,68.52,7255.666666,3084178.67,6181221.836666,COMPRA E VENDA,2011
377098,150,Sepetiba                  ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,6,TERRITORIAL,88.888333,4329,170356.041666,176753.501666,COMPRA E VENDA,2011
377099,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,193,TERRITORIAL,51.463056,5092.010471,81707.112227,8268560.842746,COMPRA E VENDA,2011
377100,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,390,699999.99,699999.99,COMPRA E VENDA,2011
377101,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,284,TERRITORIAL,67.312323,6184.387323,1214376.823309,86558920.605211,COMPRA E VENDA,2011
377102,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,11,TERRITORIAL,100,1436.636363,407454.543636,407454.543636,COMPRA E VENDA,2011
377103,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,707,TERRITORIAL,97.606676,1566.439886,44556.001838,51306.147284,COMPRA E VENDA,2011
377104,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,5,TERRITORIAL,100,250,55291576,55291576,COMPRA E VENDA,2012
377105,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,4,TERRITORIAL,100,382,86651.61,86651.61,COMPRA E VENDA,2012
377106,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,3,TERRITORIAL,100,427.333333,26030.056666,26030.056666,COMPRA E VENDA,2012
377107,93,Cacuia                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,411.5,124795335,124795335,COMPRA E VENDA,2012
377108,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,7,TERRITORIAL,100,249,43049.952857,43049.952857,COMPRA E VENDA,2012
377109,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,3,TERRITORIAL,100,160,13587.42,13587.42,COMPRA E VENDA,2011
377110,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,16,TERRITORIAL,37.63125,835.6875,14385.738125,103638.388125,COMPRA E VENDA,2011
377111,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,243.666666,43906.6,43906.6,COMPRA E VENDA,2011
377112,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,100,193.5,34089065,34089065,COMPRA E VENDA,2011
377113,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,4,TERRITORIAL,100,327,157076.1375,157076.1375,COMPRA E VENDA,2011
377114,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,640,38159855,38159855,COMPRA E VENDA,2011
377115,71,Pilares                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,8.03,1100,6540.84,81455.04,COMPRA E VENDA,2011
377116,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,75,1179,114674.256666,136150.446666,COMPRA E VENDA,2011
377117,79,Quintino Bocaiúva         ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,87.5,495.5,73690385,96562595,COMPRA E VENDA,2011
377118,70,Abolição                  ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,70905,1309,35266.21,71174.95,COMPRA E VENDA,2011
377119,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,37,TERRITORIAL,21.847027,5244.142857,166987.713783,43359847.08,COMPRA E VENDA,2011
377120,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,16,TERRITORIAL,95.833125,413.733333,36043.30875,37570.700625,COMPRA E VENDA,2011
377121,59,Riachuelo                 ,3,3.2,Méier,13,MEIER                   ,4,TERRITORIAL,81.25,726.75,68408.1175,96126.07,COMPRA E VENDA,2011
377122,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,100,4690.666666,289820.463333,289820.463333,COMPRA E VENDA,2011
377123,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,225,TERRITORIAL,68.446977,8447.203703,112239.261111,17920340.242266,COMPRA E VENDA,2011
377124,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,147,TERRITORIAL,60.667006,1371.469387,115274.593061,1681323.26585,COMPRA E VENDA,2011
377125,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,9,TERRITORIAL,100,1530,254819.997777,254819.997777,COMPRA E VENDA,2011
377126,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,6,TERRITORIAL,100,1398.666666,3874999.993333,3874999.993333,COMPRA E VENDA,2011
377127,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,17,TERRITORIAL,77.717058,968.529411,46986.12,99110.380588,COMPRA E VENDA,2011
377128,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,44,TERRITORIAL,98.863636,5740.16279,523633.318863,532724.228181,COMPRA E VENDA,2011
377129,26,Leblon                    ,2,2.1,Zona Sul,6,LAGOA                   ,4,TERRITORIAL,73.0525,284,12492676085,22943793.38,COMPRA E VENDA,2011
377130,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,8,TERRITORIAL,93.75,436.75,70293325,73024.3075,COMPRA E VENDA,2012
377131,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,460.5,54867885,54867885,COMPRA E VENDA,2012
377132,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,9,TERRITORIAL,100,445.333333,61764.547777,61764.547777,COMPRA E VENDA,2012
377133,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,23,TERRITORIAL,87.908695,603.636363,211226.552608,244776.894347,COMPRA E VENDA,2012
377134,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,73,TERRITORIAL,98.982876,42390.643835,155503.632465,156136.319452,COMPRA E VENDA,2011
377135,53,Del Castilho              ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,0.49,5268,2523.73,515046.94,COMPRA E VENDA,2011
377136,78,Campinho                  ,3,3.3,Madureira,15,MADUREIRA               ,5,TERRITORIAL,100,512,67707.73,67707.73,COMPRA E VENDA,2011
377137,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,132,TERRITORIAL,98.863636,485.212121,38065.383484,38544.904848,COMPRA E VENDA,2011
377138,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,40,TERRITORIAL,87.65925,3714125,105062515,173779774,COMPRA E VENDA,2011
377139,51,Jacaré                    ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,472.5,54456.49,54456.49,COMPRA E VENDA,2011
377140,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,56.25,552,69486.99,156007935,COMPRA E VENDA,2011
377141,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,5,TERRITORIAL,100,324.2,1437000002,1437000002,COMPRA E VENDA,2011
377142,1,Saúde                     ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,122,20521.62,20521.62,COMPRA E VENDA,2011
377143,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,315,39820.37,39820.37,COMPRA E VENDA,2011
377144,16,Glória                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,299.5,1250000005,1250000005,COMPRA E VENDA,2011
377145,9,Estácio                   ,1,1.1,Centro,3,RIO COMPRIDO            ,4,TERRITORIAL,26,2437.5,70251.5875,723344.88,COMPRA E VENDA,2011
377146,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,105,TERRITORIAL,19.220857,14911.819047,88817.313428,3622320.871809,COMPRA E VENDA,2011
377147,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,35,TERRITORIAL,94.931428,384.257142,88480.250857,94279.855714,COMPRA E VENDA,2011
377148,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,5,TERRITORIAL,100,4195.2,51460.56,51460.56,COMPRA E VENDA,2011
377149,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,84.5,5958.5,435028305,479601.19,COMPRA E VENDA,2011
377150,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,521,594999995,594999995,COMPRA E VENDA,2011
377151,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,1032,490000,490000,COMPRA E VENDA,2011
377152,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,506,TERRITORIAL,52.82075,1604.621782,712247.761818,2521714.717628,COMPRA E VENDA,2011
377153,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,770,43441.48,43441.48,COMPRA E VENDA,2011
377154,102,Moneró                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,240,102091.1,102091.1,COMPRA E VENDA,2012
377155,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,100,391.25,111618.59,111618.59,COMPRA E VENDA,2012
377156,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,7,TERRITORIAL,100,345.285714,27559.891428,27559.891428,COMPRA E VENDA,2012
377157,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,5,TERRITORIAL,100,264,12863806,12863806,COMPRA E VENDA,2012
377158,113,Costa Barros              ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,120,1388.91,1388.91,COMPRA E VENDA,2012
377159,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,6,TERRITORIAL,91.666666,341.666666,26446.858333,28599035,COMPRA E VENDA,2012
377160,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,256,69119.16,69119.16,COMPRA E VENDA,2012
377161,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,150,73841.41,73841.41,COMPRA E VENDA,2012
377162,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,54,TERRITORIAL,93.773888,726.388888,71954.042962,87607.493888,COMPRA E VENDA,2012
377163,73,Vicente de Carvalho       ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,232,55363715,55363715,COMPRA E VENDA,2012
377164,156,Complexo do Alemão        ,3,3.4,Inhaúma,29,COMPLEXO DO ALEMÃO      ,1,TERRITORIAL,100,504,124060.7,124060.7,COMPRA E VENDA,2012
377165,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,4,TERRITORIAL,87.5,302.25,58641.6275,72785.3425,COMPRA E VENDA,2012
377166,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,351,36237.89,36237.89,COMPRA E VENDA,2012
377167,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,16,TERRITORIAL,100,443.6,20847.369375,20847.369375,COMPRA E VENDA,2012
377168,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,15,TERRITORIAL,93.72,1571.333333,43510.044666,48048.85,COMPRA E VENDA,2012
377169,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,6,TERRITORIAL,91.666666,372.5,38815.768333,43485.206666,COMPRA E VENDA,2012
377170,65,Cachambi                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,5712,350539.58,350539.58,COMPRA E VENDA,2012
377171,64,Todos os Santos           ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,100,951.666666,214478.916666,214478.916666,COMPRA E VENDA,2012
377172,58,Rocha                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,256,96497.47,96497.47,COMPRA E VENDA,2012
377173,3,Santo Cristo              ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,23810,5649549.63,5649549.63,COMPRA E VENDA,2012
377174,59,Riachuelo                 ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,100,549,104846.306666,104846.306666,COMPRA E VENDA,2012
377175,35,Maracanã                  ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,2158,8800000.01,8800000.01,COMPRA E VENDA,2012
377176,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,6,TERRITORIAL,91.666666,443.333333,353666.66,382833325,COMPRA E VENDA,2012
377177,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,378,TERRITORIAL,88.482777,3558.24074,51677.10664,196386.071031,COMPRA E VENDA,2012
377178,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,90,742.5,556428825,622411035,COMPRA E VENDA,2012
377179,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,148,TERRITORIAL,59.653243,5498.033783,871850.801283,1360864.310067,COMPRA E VENDA,2012
377180,117,Gardênia Azul             ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,7,TERRITORIAL,40.662857,4709.714285,38426.197142,998433.212857,COMPRA E VENDA,2012
377181,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,34,TERRITORIAL,87.058529,4320.529411,544261.402941,658975.756764,COMPRA E VENDA,2012
377182,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,62,TERRITORIAL,76.97,3093.725806,76375.876935,311016.395645,COMPRA E VENDA,2012
